,math,ukr,eng,rating,benefit,result
3142,156,171,176,166.5,0,0
3143,152,152,140,148.4,0,0
3144,133,149,148,142.29999999999998,0,0
3145,127,128,141,131.5,0,0
3146,184,186,171,180.7,0,0
3147,196,180,198,191.8,0,1
3148,189,192,193,191.1,0,1
3149,121,132,135,128.5,0,0
3150,139,144,135,139.29999999999998,1,0
3151,196,174,171,181.9,0,0
3152,157,171,141,156.39999999999998,0,0
3153,155,178,159,163.1,0,0
3154,146,150,160,151.4,0,0
3155,138,139,159,144.6,0,0
3156,155,166,143,154.7,0,0
3157,191,192,171,185.3,0,1
3158,183,183,170,179.1,0,0
3159,135,128,148,136.8,1,0
3160,166,165,146,159.7,0,0
3161,194,193,185,191.00000000000003,0,1
3162,129,133,131,130.8,0,0
3163,124,157,135,137.2,0,0
3164,159,153,166,159.3,0,0
3165,133,147,120,133.3,0,0
3166,155,170,162,161.6,0,0
3167,192,178,176,183.00000000000003,0,0
3168,131,124,133,129.5,1,0
3169,199,198,171,190.3,0,1
3170,184,194,177,184.9,0,1
3171,144,163,162,155.1,0,0
3172,125,129,148,133.1,0,0
3173,170,149,169,163.39999999999998,0,0
3174,175,197,191,186.4,0,1
3175,142,146,171,151.89999999999998,0,0
3176,122,160,150,141.8,0,0
3177,172,182,186,179.2,1,0
3178,151,143,142,145.9,0,0
3179,163,174,173,169.29999999999998,0,0
3180,200,195,172,190.1,0,1
3181,161,154,150,155.6,0,0
3182,123,158,136,137.4,0,0
3183,157,153,161,157.0,0,0
3184,150,170,159,158.7,0,0
3185,159,167,151,159.0,0,0
3186,197,198,173,190.1,1,1
3187,124,143,147,136.6,0,0
3188,198,188,185,191.1,0,1
3189,138,125,142,135.3,0,0
3190,181,180,195,184.9,0,1
3191,189,200,178,189.0,0,1
3192,131,140,151,139.7,0,0
3193,188,188,197,190.7,0,1
3194,125,156,152,142.39999999999998,0,0
3195,129,160,120,135.6,1,0
3196,136,146,160,146.2,0,0
3197,158,178,168,167.0,0,0
3198,122,152,125,131.9,0,0
3199,152,162,150,154.4,0,0
3200,145,167,149,152.79999999999998,0,0
3201,149,147,150,148.7,0,0
3202,166,165,151,161.2,0,0
3203,195,199,192,195.3,0,1
3204,198,192,194,195.0,1,1
3205,179,183,176,179.3,0,0
3206,175,170,175,173.5,0,0
3207,196,198,173,189.7,0,1
3208,147,151,140,146.10000000000002,0,0
3209,173,188,186,181.4,0,0
3210,181,178,182,180.4,0,0
3211,199,183,183,189.4,0,1
3212,193,186,180,187.0,0,1
3213,179,178,180,179.0,1,0
3214,190,173,200,187.9,0,1
3215,177,182,186,181.2,0,0
3216,128,141,136,134.3,0,0
3217,135,146,125,135.3,0,0
3218,171,195,190,183.9,0,1
3219,189,192,191,190.5,0,1
3220,174,174,180,175.8,0,0
3221,189,181,191,187.2,0,1
3222,135,137,156,141.9,1,0
3223,128,149,131,135.2,0,0
3224,198,196,185,193.5,0,1
3225,170,148,163,161.3,0,0
3226,194,190,188,191.0,0,1
3227,133,130,123,129.1,0,0
3228,135,147,144,141.29999999999998,0,0
3229,128,137,142,134.9,0,0
3230,125,152,140,137.6,0,0
3231,153,140,171,154.5,1,0
3232,138,147,135,139.8,0,0
3233,181,175,197,184.0,0,1
3234,168,149,167,162.0,0,0
3235,150,176,176,165.6,0,0
3236,150,145,172,155.1,0,0
3237,155,171,144,156.5,0,0
3238,123,122,155,132.3,0,0
3239,120,121,130,123.3,0,0
3240,183,196,187,188.1,1,1
3241,191,191,177,186.8,0,1
3242,134,128,140,134.0,0,0
3243,120,132,138,129.0,0,0
3244,180,184,199,186.9,0,1
3245,134,146,137,138.5,0,0
3246,194,200,198,197.0,0,1
3247,192,170,185,183.3,0,0
3248,198,175,192,189.3,0,1
3249,196,187,171,185.8,1,1
3250,192,175,177,182.4,0,0
3251,126,121,151,132.0,0,0
3252,196,176,187,187.3,0,1
3253,133,155,142,142.3,0,0
3254,125,139,122,128.29999999999998,0,0
3255,166,167,170,167.5,0,0
3256,182,175,170,176.3,0,0
3257,154,141,140,145.89999999999998,0,0
3258,160,177,165,166.6,1,0
3259,163,167,145,158.8,0,0
3260,149,156,156,153.2,0,0
3261,182,171,171,175.39999999999998,0,0
3262,180,183,194,185.1,0,1
3263,190,177,191,186.4,0,1
3264,180,178,184,180.6,0,0
3265,188,171,182,181.1,0,0
3266,170,166,152,163.39999999999998,0,0
3267,172,175,182,175.9,1,0
3268,153,165,164,159.9,0,0
3269,136,143,127,135.4,0,0
3270,125,153,154,142.1,0,0
3271,198,198,184,193.8,0,1
3272,122,137,132,129.5,0,0
3273,191,178,194,188.0,0,1
3274,152,152,158,153.8,0,0
3275,191,170,196,186.2,0,1
3276,150,152,176,158.4,1,0
3277,187,181,185,184.6,0,1
3278,153,162,162,158.4,0,0
3279,169,151,152,158.5,0,0
3280,191,185,195,190.4,0,1
3281,139,160,143,146.5,0,0
3282,154,176,166,164.2,0,0
3283,196,179,177,185.2,0,1
3284,154,141,151,149.2,0,0
3285,151,149,174,157.29999999999998,1,0
3286,146,162,152,152.6,0,0
3287,192,170,172,179.4,0,0
3288,155,160,171,161.3,0,0
3289,138,151,128,138.89999999999998,0,0
3290,180,199,183,186.6,0,1
3291,182,193,175,183.2,0,0
3292,156,163,143,154.20000000000002,0,0
3293,199,183,176,187.3,0,1
3294,177,189,187,183.6,1,0
3295,170,177,179,174.79999999999998,0,0
3296,139,158,137,144.1,0,0
3297,187,189,190,188.5,0,1
3298,166,178,163,168.70000000000002,0,0
3299,174,200,174,181.8,0,0
3300,123,146,134,133.2,0,0
3301,149,161,162,156.5,0,0
3302,153,179,149,159.6,0,0
3303,139,125,138,134.5,1,0
3304,135,139,128,134.1,0,0
3305,154,165,167,161.2,0,0
3306,156,153,163,157.20000000000002,0,0
3307,165,167,158,163.5,0,0
3308,121,136,121,125.5,0,0
3309,140,140,125,135.5,0,0
3310,134,151,142,141.5,0,0
3311,190,191,174,185.5,0,1
3312,136,138,146,139.6,1,0
3313,152,165,175,162.8,0,0
3314,175,191,177,180.4,0,0
3315,135,124,122,127.79999999999998,0,0
3316,195,198,170,188.4,0,1
3317,180,179,200,185.7,0,1
3318,151,170,171,162.7,0,0
3319,175,172,197,180.7,0,0
3320,152,159,154,154.7,0,0
3321,173,177,174,174.5,1,0
3322,187,200,178,188.2,0,1
3323,143,155,149,148.4,0,0
3324,195,185,198,192.9,0,1
3325,187,190,170,182.8,0,0
3326,157,163,147,155.8,0,0
3327,189,189,200,192.3,0,1
3328,145,149,169,153.39999999999998,0,0
3329,135,159,143,144.6,0,0
3330,200,191,191,194.6,1,1
3331,186,192,179,185.7,0,1
3332,141,145,151,145.2,0,0
3333,162,143,178,161.1,0,0
3334,177,186,193,184.5,0,1
3335,133,127,158,138.7,0,0
3336,161,152,157,157.1,0,0
3337,193,170,198,187.6,0,1
3338,175,183,188,181.3,0,0
3339,136,141,149,141.39999999999998,1,0
3340,194,178,170,182.00000000000003,0,0
3341,160,161,155,158.8,0,0
3342,133,141,136,136.3,0,0
3343,160,158,162,160.0,0,0
3344,165,174,175,170.7,0,0
3345,189,197,190,191.7,0,1
3346,179,172,174,175.4,0,0
3347,133,142,128,134.2,0,0
3348,182,196,173,183.5,1,0
3349,129,122,135,128.7,0,0
3350,133,125,134,130.9,0,0
3351,194,180,197,190.7,0,1
3352,146,173,174,162.5,0,0
3353,144,155,173,156.0,0,0
3354,155,180,142,158.6,0,0
3355,173,172,180,174.8,0,0
3356,135,155,151,145.8,0,0
3357,200,188,185,191.9,1,1
3358,198,183,188,190.5,0,1
3359,161,141,149,151.39999999999998,0,0
3360,194,187,178,187.1,0,1
3361,157,179,177,169.6,0,0
3362,172,177,178,175.29999999999998,0,0
3363,130,147,148,140.5,0,0
3364,183,192,172,182.4,0,0
3365,189,189,186,188.1,0,1
3366,127,128,122,125.8,1,0
3367,150,141,140,144.3,0,0
3368,193,187,195,191.8,0,1
3369,133,159,143,143.79999999999998,0,0
3370,171,188,170,175.8,0,0
3371,168,171,170,169.5,0,0
3372,144,155,168,154.5,0,0
3373,144,161,142,148.5,0,0
3374,147,148,178,156.6,0,0
3375,164,153,144,154.70000000000002,1,0
3376,162,163,162,162.3,0,0
3377,131,147,152,142.1,0,0
3378,139,151,129,139.6,0,0
3379,193,182,193,189.7,0,1
3380,199,171,185,186.40000000000003,0,1
3381,179,187,179,181.4,0,0
3382,187,191,173,184.0,0,1
3383,146,164,179,161.29999999999998,0,0
3384,152,164,180,164.0,1,0
3385,161,150,176,162.2,0,0
3386,165,173,167,168.0,0,0
3387,177,199,180,184.5,0,1
3388,153,161,155,156.0,0,0
3389,191,176,198,188.6,0,1
3390,141,159,161,152.4,0,0
3391,196,178,176,184.6,0,1
3392,174,171,191,178.2,0,0
3393,194,175,181,184.4,1,0
3394,168,166,180,171.0,0,0
3395,179,191,174,181.1,0,0
3396,136,154,135,141.1,0,0
3397,163,150,168,160.6,0,0
3398,175,190,193,184.9,0,1
3399,134,154,131,139.1,0,0
3400,168,176,162,168.60000000000002,0,0
3401,150,172,172,163.2,0,0
3402,192,171,197,187.2,1,1
3403,200,176,184,188.0,0,1
3404,142,159,168,154.9,0,0
3405,146,155,167,155.0,0,0
3406,192,185,196,191.1,0,1
3407,186,191,176,184.5,0,1
3408,194,181,174,184.1,0,1
3409,186,197,178,186.9,0,1
3410,128,154,148,141.79999999999998,0,0
3411,134,133,124,130.7,1,0
3412,135,131,130,132.3,0,0
3413,186,175,171,178.2,0,0
3414,160,158,170,162.4,0,0
3415,156,157,168,159.9,0,0
3416,139,137,131,136.0,0,0
3417,193,172,184,184.0,0,1
3418,199,198,171,190.3,0,1
3419,200,187,196,194.9,0,1
3420,159,180,149,162.3,1,0
3421,186,171,178,179.10000000000002,0,0
3422,162,162,178,166.79999999999998,0,0
3423,152,149,179,159.2,0,0
3424,135,160,146,145.8,0,0
3425,172,172,187,176.5,0,0
3426,123,126,128,125.4,0,0
3427,151,158,168,158.20000000000002,0,0
3428,198,200,190,196.2,0,1
3429,123,158,139,138.3,1,0
3430,180,185,196,186.3,0,1
3431,133,154,146,143.2,0,0
3432,145,172,140,151.6,0,0
3433,190,170,195,185.5,0,1
3434,132,137,132,133.5,0,0
3435,173,194,185,182.9,0,0
3436,186,170,190,182.4,0,0
3437,191,193,179,188.0,0,1
3438,193,185,178,186.1,1,1
3439,191,176,195,187.7,0,1
3440,134,148,158,145.4,0,0
3441,169,143,158,157.9,0,0
3442,143,156,159,151.7,0,0
3443,138,136,152,141.60000000000002,0,0
3444,142,152,177,155.5,0,0
3445,189,190,178,186.0,0,1
3446,130,137,143,136.0,0,0
3447,147,162,175,159.9,1,0
3448,154,163,157,157.6,0,0
3449,162,159,162,161.1,0,0
3450,134,152,151,144.5,0,0
3451,179,188,179,181.7,0,0
3452,190,179,170,180.7,0,0
3453,160,155,144,153.7,0,0
3454,142,166,144,149.8,0,0
3455,199,182,174,186.4,0,1
3456,120,129,155,133.2,1,0
3457,185,185,179,183.2,0,0
3458,144,173,152,155.1,0,0
3459,129,140,129,132.3,0,0
3460,131,134,131,131.9,0,0
3461,192,180,198,190.2,0,1
3462,199,191,195,195.40000000000003,0,1
3463,164,157,161,161.0,0,0
3464,170,158,141,157.7,0,0
3465,166,143,150,154.3,1,0
3466,159,149,173,160.2,0,0
3467,151,169,162,159.7,0,0
3468,162,166,153,160.5,0,0
3469,150,164,158,156.6,0,0
3470,146,177,163,160.4,0,0
3471,143,153,144,146.3,0,0
3472,133,126,129,129.7,0,0
3473,193,175,184,184.9,0,1
3474,171,174,178,174.0,1,0
3475,180,175,172,176.1,0,0
3476,140,149,157,147.79999999999998,0,0
3477,175,178,181,177.7,0,0
3478,139,160,159,151.3,0,0
3479,152,151,169,156.8,0,0
3480,133,133,150,138.1,0,0
3481,120,122,143,127.5,0,0
3482,134,154,136,140.6,0,0
3483,142,172,141,150.7,1,0
3484,154,176,144,157.6,0,0
3485,145,166,159,155.5,0,0
3486,176,193,174,180.5,0,0
3487,164,168,171,167.3,0,0
3488,164,143,154,154.70000000000002,0,0
3489,159,176,147,160.5,0,0
3490,179,193,198,188.9,0,1
3491,120,160,158,143.4,0,0
3492,158,173,165,164.6,1,0
3493,197,175,198,190.7,0,1
3494,176,174,187,178.7,0,0
3495,195,181,192,189.9,0,1
3496,141,167,170,157.5,0,0
3497,141,161,163,153.60000000000002,0,0
3498,176,198,171,181.1,0,0
3499,127,129,146,133.29999999999998,0,0
3500,138,153,122,137.70000000000002,0,0
3501,144,154,142,146.4,1,0
3502,185,191,181,185.6,0,1
3503,166,144,141,151.9,0,0
3504,123,136,151,135.3,0,0
3505,139,159,155,149.79999999999998,0,0
3506,146,165,147,152.0,0,0
3507,186,187,199,190.2,0,1
3508,200,194,173,190.1,0,1
3509,141,165,146,149.7,0,0
3510,146,171,157,156.8,1,0
3511,179,197,194,188.9,0,1
3512,143,154,177,156.5,0,0
3513,193,180,196,190.0,0,1
3514,121,129,149,131.79999999999998,0,0
3515,125,124,145,130.7,0,0
3516,162,171,150,161.1,0,0
3517,140,124,129,131.89999999999998,0,0
3518,154,143,150,149.5,0,0
3519,125,139,135,132.2,1,0
3520,182,178,185,181.7,0,0
3521,170,161,180,170.3,0,0
3522,163,174,141,159.7,0,0
3523,152,162,147,153.5,0,0
3524,169,165,172,168.70000000000002,0,0
3525,135,131,136,134.1,0,0
3526,164,147,170,160.70000000000002,0,0
3527,147,153,161,153.0,0,0
3528,193,185,171,184.0,1,0
3529,168,162,180,169.8,0,0
3530,130,141,132,133.89999999999998,0,0
3531,123,126,147,131.10000000000002,0,0
3532,200,183,198,194.3,0,1
3533,195,171,190,186.3,0,1
3534,168,171,159,166.2,0,0
3535,159,158,143,153.9,0,0
3536,195,199,198,197.1,0,1
3537,134,157,147,144.8,1,0
3538,180,173,199,183.6,0,1
3539,153,154,177,160.5,0,0
3540,175,181,176,177.1,0,0
3541,139,142,160,146.2,0,0
3542,182,197,170,182.9,0,0
3543,193,186,187,189.1,0,1
3544,189,194,192,191.4,0,1
3545,195,172,171,180.9,0,0
3546,147,162,169,158.1,1,0
3547,156,162,172,162.6,0,0
3548,153,148,142,148.20000000000002,0,0
3549,139,146,157,146.5,0,0
3550,191,176,194,187.4,0,1
3551,157,157,156,156.7,0,0
3552,120,143,153,136.8,0,0
3553,167,159,178,167.89999999999998,0,0
3554,169,153,162,162.10000000000002,0,0
3555,136,160,130,141.4,1,0
3556,157,160,149,155.5,0,0
3557,173,190,178,179.6,0,0
3558,151,142,160,151.0,0,0
3559,184,198,179,186.7,0,1
3560,182,188,170,180.2,0,0
3561,195,189,175,187.2,0,1
3562,158,171,174,166.7,0,0
3563,197,182,185,188.9,0,1
3564,183,189,178,183.3,1,0
3565,142,146,167,150.7,0,0
3566,197,177,183,186.8,0,1
3567,138,127,154,139.5,0,0
3568,131,132,141,134.3,0,0
3569,157,150,173,159.7,0,0
3570,178,178,194,182.8,0,0
3571,171,183,175,175.8,0,0
3572,151,143,154,149.5,0,0
3573,150,167,162,158.7,1,0
3574,127,146,122,131.2,0,0
3575,129,160,155,146.1,0,0
3576,187,177,181,182.2,0,0
3577,197,193,173,188.6,0,1
3578,179,197,183,185.6,0,1
3579,120,156,155,141.3,0,0
3580,166,150,165,160.9,0,0
3581,170,158,147,159.5,0,0
3582,123,148,153,139.5,1,0
3583,175,178,175,175.9,0,0
3584,139,147,136,140.5,0,0
3585,140,121,144,135.5,0,0
3586,170,158,142,158.0,0,0
3587,178,195,198,189.1,0,1
3588,158,146,171,158.3,0,0
3589,186,178,197,186.9,0,1
3590,142,141,144,142.3,0,0
3591,168,179,151,166.2,1,0
3592,199,188,180,190.00000000000003,0,1
3593,147,149,172,155.1,0,0
3594,135,128,135,132.9,0,0
3595,172,197,174,180.1,0,0
3596,152,160,149,153.5,0,0
3597,184,187,184,184.9,0,1
3598,142,179,144,153.7,0,0
3599,169,157,156,161.5,0,0
3600,150,145,175,156.0,1,0
3601,131,139,126,131.9,0,0
3602,130,127,143,133.0,0,0
3603,149,154,178,159.2,0,0
3604,149,154,178,159.2,0,0
3605,188,186,182,185.6,0,1
3606,178,194,199,189.1,0,1
3607,143,147,170,152.3,0,0
3608,147,148,152,148.8,0,0
3609,181,171,175,176.2,1,0
3610,127,143,145,137.20000000000002,0,0
3611,138,120,129,129.9,0,0
3612,189,172,173,179.1,0,0
3613,194,192,190,192.2,0,1
3614,194,190,177,187.7,0,1
3615,138,125,122,129.3,0,0
3616,153,144,150,149.4,0,0
3617,175,189,192,184.3,0,1
3618,170,140,148,154.4,1,0
3619,154,179,178,168.7,0,0
3620,172,187,185,180.4,0,0
3621,128,151,128,134.89999999999998,0,0
3622,167,173,155,165.2,0,0
3623,133,147,131,136.6,0,0
3624,191,198,172,187.4,0,1
3625,197,180,198,192.2,0,1
3626,193,184,200,192.4,0,1
3627,139,148,146,143.8,1,0
3628,130,154,133,138.1,0,0
3629,172,178,199,181.9,0,0
3630,168,148,169,162.3,0,0
3631,188,195,181,188.0,0,1
3632,132,155,160,147.3,0,0
3633,166,164,180,169.6,0,0
3634,138,146,142,141.60000000000002,0,0
3635,131,152,127,136.1,0,0
3636,178,171,172,174.10000000000002,1,0
3637,182,186,186,184.4,0,1
3638,196,199,186,193.9,0,1
3639,192,179,180,184.5,0,1
3640,134,129,141,134.6,0,0
3641,176,180,191,181.7,0,0
3642,149,155,144,149.3,0,0
3643,176,185,179,179.6,0,0
3644,159,141,150,150.89999999999998,0,0
3645,162,158,158,159.6,1,0
3646,195,189,193,192.6,0,1
3647,153,180,156,162.0,0,0
3648,180,177,174,177.29999999999998,0,0
3649,161,143,157,154.4,0,0
3650,189,194,188,190.2,0,1
3651,178,181,173,177.39999999999998,0,0
3652,167,144,148,154.39999999999998,0,0
3653,174,194,172,179.4,0,0
3654,132,128,151,136.5,1,0
3655,184,172,189,181.9,0,0
3656,194,199,199,197.0,0,1
3657,165,157,158,160.5,0,0
3658,184,198,199,192.7,0,1
3659,152,170,180,165.8,0,0
3660,176,183,172,176.9,0,0
3661,146,145,161,150.2,0,0
3662,184,189,177,183.4,0,0
3663,195,193,200,195.9,1,1
3664,158,158,179,164.3,0,0
3665,143,151,165,152.0,0,0
3666,157,180,161,165.1,0,0
3667,165,148,157,157.5,0,0
3668,194,192,180,189.2,0,1
3669,139,146,142,142.0,0,0
3670,176,170,194,179.6,0,0
3671,200,195,196,197.3,0,1
3672,200,188,196,195.2,1,1
3673,168,171,177,171.60000000000002,0,0
3674,169,141,173,161.8,0,0
3675,129,154,134,138.0,0,0
3676,177,195,172,180.9,0,0
3677,177,182,186,181.2,0,0
3678,162,154,149,155.7,0,0
3679,192,184,194,190.2,0,1
3680,146,169,146,152.9,0,0
3681,137,148,129,137.9,1,0
3682,197,171,178,183.5,0,0
3683,161,142,148,151.4,0,0
3684,157,156,145,153.10000000000002,0,0
3685,158,143,169,156.8,0,0
3686,162,169,154,161.7,0,0
3687,189,182,172,181.8,0,0
3688,183,175,193,183.6,0,1
3689,189,171,198,186.3,0,1
3690,193,170,179,181.9,1,0
3691,158,161,172,163.10000000000002,0,0
3692,181,176,189,181.9,0,0
3693,165,180,146,163.8,0,0
3694,159,178,146,160.8,0,0
3695,169,179,171,172.6,0,0
3696,198,184,172,186.0,0,1
3697,135,141,123,133.2,0,0
3698,173,185,175,177.2,0,0
3699,182,185,195,186.8,1,1
3700,125,128,121,124.7,0,0
3701,200,172,178,185.0,0,1
3702,122,148,126,131.0,0,0
3703,151,165,157,157.0,0,0
3704,129,156,148,142.8,0,0
3705,182,182,189,184.1,0,1
3706,129,155,142,140.7,0,0
3707,165,167,169,166.79999999999998,0,0
3708,163,162,140,155.8,1,0
3709,176,200,192,188.0,0,1
3710,178,187,179,181.0,0,0
3711,142,166,170,157.60000000000002,0,0
3712,182,170,175,176.3,0,0
3713,175,171,174,173.5,0,0
3714,172,171,173,172.0,0,0
3715,137,147,136,139.7,0,0
3716,186,190,196,190.2,0,1
3717,141,175,141,151.2,1,0
3718,199,184,195,193.3,0,1
3719,164,157,155,159.20000000000002,0,0
3720,147,150,161,152.1,0,0
3721,175,200,181,184.3,0,1
3722,187,197,178,187.3,0,1
3723,173,189,200,185.9,0,1
3724,124,138,156,137.8,0,0
3725,155,170,160,161.0,0,0
3726,125,150,126,132.8,1,0
3727,166,152,162,160.6,0,0
3728,187,180,195,187.3,0,1
3729,159,148,166,157.8,0,0
3730,132,143,146,139.5,0,0
3731,185,187,183,185.0,0,1
3732,183,171,190,181.5,0,0
3733,158,179,156,163.7,0,0
3734,131,128,133,130.70000000000002,0,0
3735,181,179,193,184.0,1,0
3736,129,141,146,137.7,0,0
3737,133,149,138,139.29999999999998,0,0
3738,120,159,136,136.5,0,0
3739,186,193,192,189.9,0,1
3740,169,177,170,171.70000000000002,0,0
3741,132,143,146,139.5,0,0
3742,186,192,181,186.3,0,1
3743,167,155,160,161.3,0,0
3744,186,195,183,187.8,1,1
3745,138,139,143,139.79999999999998,0,0
3746,126,150,136,136.2,0,0
3747,143,143,156,146.9,0,0
3748,164,163,167,164.60000000000002,0,0
3749,123,152,121,131.1,0,0
3750,136,120,120,126.4,0,0
3751,128,120,123,124.1,0,0
3752,168,176,155,166.5,0,0
3753,167,141,178,162.5,1,0
3754,136,126,135,132.7,0,0
3755,188,178,178,182.0,0,0
3756,176,182,170,176.0,0,0
3757,169,151,168,163.3,0,0
3758,171,198,177,180.9,0,0
3759,145,154,171,155.5,0,0
3760,159,165,152,158.7,0,0
3761,192,181,189,187.8,0,1
3762,187,199,193,192.4,1,1
3763,181,194,190,187.6,0,1
3764,161,166,146,158.0,0,0
3765,142,147,168,151.3,0,0
3766,128,137,136,133.1,0,0
3767,191,181,189,187.4,0,1
3768,200,192,185,193.1,0,1
3769,146,146,167,152.3,0,0
3770,165,162,141,156.9,0,0
3771,183,175,195,184.2,1,0
3772,173,185,181,179.0,0,0
3773,176,181,175,177.2,0,0
3774,159,152,142,151.8,0,0
3775,154,150,175,159.1,0,0
3776,169,175,177,173.20000000000002,0,0
3777,122,129,159,135.2,0,0
3778,152,150,149,150.5,0,0
3779,199,188,176,188.8,0,1
3780,198,183,177,187.2,1,1
3781,192,172,199,188.1,0,1
3782,129,141,136,134.7,0,0
3783,143,163,154,152.3,0,0
3784,125,136,136,131.6,0,0
3785,194,189,189,191.0,0,1
3786,142,154,163,151.9,0,0
3787,180,176,196,183.6,0,1
3788,188,188,198,191.0,0,1
3789,196,186,197,193.3,1,1
3790,162,174,140,159.0,0,0
3791,195,183,196,191.7,0,1
3792,122,121,120,121.1,0,0
3793,149,174,175,164.29999999999998,0,0
3794,126,130,132,129.0,0,0
3795,132,127,121,127.2,0,0
3796,159,174,179,169.5,0,0
3797,130,138,133,133.3,0,0
3798,145,153,143,146.8,1,0
