,math,ukr,eng,rating,benefit,result
129,184,188,189,186.7,0,1
130,173,191,185,182.0,0,0
131,138,135,142,138.3,0,0
132,129,147,123,132.6,0,0
133,145,152,154,149.79999999999998,0,0
134,173,178,189,179.3,0,0
135,184,170,196,183.4,1,0
136,123,148,146,137.4,0,0
137,146,178,176,164.6,0,0
138,122,156,145,139.10000000000002,0,0
139,148,174,171,162.7,0,0
140,138,131,156,141.3,0,0
141,196,186,174,186.4,0,1
142,175,172,171,172.9,0,0
143,187,171,199,185.8,0,1
144,164,166,142,158.0,1,0
145,123,125,146,130.5,0,0
146,164,145,161,157.4,0,0
147,145,152,172,155.2,0,0
148,196,174,182,185.2,0,1
149,137,135,136,136.1,0,0
150,167,166,148,161.0,0,0
151,200,196,190,195.8,0,1
152,126,121,160,134.7,0,0
153,152,159,174,160.7,1,0
154,174,178,193,180.9,0,0
155,137,120,143,133.7,0,0
156,173,180,176,176.0,0,0
157,169,174,143,162.7,0,0
158,180,176,191,182.1,0,0
159,149,173,169,162.2,0,0
160,135,144,149,141.89999999999998,0,0
161,137,132,134,134.6,0,0
162,196,173,171,181.6,1,0
163,170,152,171,164.9,0,0
164,169,172,174,171.4,0,0
165,144,173,144,152.7,0,0
166,163,177,169,169.0,0,0
167,161,150,176,162.2,0,0
168,185,172,177,178.7,0,0
169,152,144,175,156.5,0,0
170,151,176,142,155.8,0,0
171,168,178,178,174.0,1,0
172,183,177,178,179.7,0,0
173,181,187,176,181.3,0,0
174,194,199,197,196.4,0,1
175,130,128,157,137.5,0,0
176,130,145,143,138.4,0,0
177,125,144,154,139.39999999999998,0,0
178,129,133,158,138.9,0,0
179,165,166,154,162.0,0,0
180,190,185,173,183.4,1,0
181,179,180,194,183.8,0,1
182,194,192,187,191.3,0,1
183,133,120,142,131.8,0,0
184,137,125,139,134.0,0,0
185,147,170,141,152.1,0,0
186,152,168,178,164.6,0,0
187,194,178,196,189.8,0,1
188,146,175,155,157.4,0,0
189,174,195,198,187.5,1,1
190,158,146,172,158.60000000000002,0,0
191,190,177,190,186.1,0,1
192,135,141,155,142.8,0,0
193,180,176,191,182.1,0,0
194,154,164,141,153.1,0,0
195,168,157,148,158.7,0,0
196,164,168,161,164.3,0,0
197,173,178,176,175.4,0,0
198,154,141,164,153.1,1,0
199,185,177,177,180.2,0,0
200,153,143,160,152.1,0,0
201,128,122,144,131.0,0,0
202,192,179,199,190.2,0,1
203,139,129,158,141.7,0,0
204,153,178,170,165.6,0,0
205,192,190,175,186.3,0,1
206,183,185,185,184.2,0,1
207,183,170,199,183.9,1,0
208,182,195,172,182.9,0,1
209,129,125,157,136.2,0,0
210,137,125,154,138.5,0,0
211,195,191,194,193.5,0,1
212,181,199,170,183.1,0,1
213,184,170,187,180.7,0,0
214,177,196,185,185.1,0,1
215,154,175,176,166.9,0,0
216,127,152,149,141.1,1,0
217,177,170,173,173.7,0,0
218,139,145,150,144.1,0,0
219,190,197,178,188.5,0,1
220,159,174,176,168.6,0,0
221,120,158,160,143.4,0,0
222,139,153,125,139.0,0,0
223,186,171,183,180.6,0,0
224,170,147,178,165.5,0,0
225,156,179,180,170.1,1,0
226,145,168,162,157.0,0,0
227,167,161,162,163.7,0,0
228,184,173,171,176.8,0,0
229,189,185,179,184.8,0,1
230,135,156,123,137.7,0,0
231,197,197,180,191.9,0,1
232,171,181,185,178.2,0,0
233,173,173,195,179.6,0,0
234,168,173,142,161.70000000000002,1,0
235,120,127,129,124.79999999999998,0,0
236,191,187,181,186.8,0,1
237,179,199,172,182.9,0,1
238,130,128,146,134.2,0,0
239,121,150,130,132.4,0,0
240,193,171,184,183.7,0,1
241,178,195,181,184.0,0,1
242,170,161,153,162.2,0,0
243,157,165,151,157.6,1,0
244,153,148,178,159.0,0,0
245,161,154,141,152.9,0,0
246,133,148,133,137.5,0,0
247,160,159,149,156.39999999999998,0,0
248,195,184,183,188.1,0,1
249,197,191,175,188.6,0,1
250,160,159,170,162.7,0,0
251,145,144,146,145.0,0,0
252,196,187,200,194.5,1,1
253,165,144,144,152.39999999999998,0,0
254,174,175,191,179.4,0,0
255,155,175,157,161.6,0,0
256,168,164,164,165.6,0,0
257,173,184,179,178.1,0,0
258,187,185,185,185.8,0,1
259,138,138,149,141.3,0,0
260,180,187,171,179.4,0,0
261,121,160,132,136.0,1,0
262,148,177,162,160.9,0,0
263,162,167,146,158.7,0,0
264,174,199,199,189.0,0,1
265,145,173,168,160.3,0,0
266,188,179,199,188.6,0,1
267,129,160,155,146.1,0,0
268,162,140,142,149.4,0,0
269,170,166,161,166.1,0,0
270,133,159,146,144.7,1,0
271,160,163,153,158.8,0,0
272,182,183,188,184.1,0,1
273,121,130,147,131.5,0,0
274,130,159,141,142.0,0,0
275,131,156,147,143.3,0,0
276,128,122,143,130.7,0,0
277,195,188,186,190.2,0,1
278,170,176,167,170.89999999999998,0,0
279,148,163,152,153.70000000000002,1,0
280,165,165,180,169.5,0,0
281,154,163,158,157.9,0,0
282,127,128,123,126.1,0,0
283,122,122,137,126.5,0,0
284,200,186,183,190.7,0,1
285,137,152,137,141.5,0,0
286,157,176,150,160.60000000000002,0,0
287,167,144,157,157.1,0,0
288,134,144,140,138.79999999999998,1,0
289,195,191,183,190.2,0,1
290,156,142,150,150.0,0,0
291,127,144,128,132.4,0,0
292,179,190,200,188.6,0,1
293,162,164,168,164.39999999999998,0,0
294,161,157,173,163.4,0,0
295,183,179,171,178.2,0,0
296,196,187,174,186.7,0,1
297,195,181,181,186.6,1,1
298,140,143,139,140.6,0,0
299,180,174,196,183.0,0,1
300,149,162,166,158.0,0,0
301,121,157,153,141.4,0,0
302,174,173,194,179.70000000000002,0,0
303,180,199,174,183.9,0,1
304,139,151,157,148.0,0,0
305,143,175,141,152.0,0,0
306,138,124,131,131.7,1,0
307,161,158,174,164.0,0,0
308,173,192,194,185.0,0,1
309,163,174,165,166.9,0,0
310,156,174,146,158.4,0,0
311,126,122,130,126.0,0,0
312,140,150,147,145.1,0,0
313,123,153,136,135.9,0,0
314,163,176,160,166.0,0,0
315,143,154,155,149.9,1,0
316,170,168,164,167.6,0,0
317,121,159,133,136.0,0,0
318,134,159,121,137.6,0,0
319,195,178,192,189.0,0,1
320,187,180,193,186.7,0,1
321,187,173,175,179.2,0,0
322,130,122,138,130.0,0,0
323,127,121,126,124.9,0,0
324,143,145,178,154.1,1,0
325,157,161,170,162.10000000000002,0,0
326,121,133,133,128.20000000000002,0,0
327,145,149,140,144.7,0,0
328,166,161,167,164.8,0,0
329,139,129,124,131.5,0,0
330,121,120,147,128.5,0,0
331,181,193,179,184.0,0,1
332,129,140,142,136.2,0,0
333,135,126,154,138.0,1,0
334,143,165,168,157.1,0,0
335,196,185,182,188.5,0,1
336,181,171,194,181.9,0,0
337,158,145,140,148.7,0,0
338,191,186,194,190.4,0,1
339,140,122,156,139.4,0,0
340,171,193,188,182.7,0,0
341,177,198,175,182.7,0,0
342,142,176,155,156.10000000000002,1,0
343,134,149,128,136.7,0,0
344,120,124,130,124.2,0,0
345,183,200,190,190.2,0,1
346,158,161,156,158.3,0,0
347,198,198,170,189.6,0,1
348,141,162,179,158.7,0,0
349,149,167,140,151.7,0,0
350,147,152,149,149.1,0,0
351,163,167,163,164.2,1,0
352,191,190,189,190.1,0,1
353,199,192,194,195.4,0,1
354,167,167,160,164.9,0,0
355,132,146,155,143.10000000000002,0,0
356,158,179,156,163.7,0,0
357,133,144,156,143.2,0,0
358,123,143,142,134.70000000000002,0,0
359,185,179,181,182.0,0,0
360,166,175,166,168.7,1,0
361,133,159,128,139.29999999999998,0,0
362,121,124,128,124.0,0,0
363,196,187,187,190.6,0,1
364,153,148,162,154.20000000000002,0,0
365,167,144,161,158.29999999999998,0,0
366,192,200,171,188.1,0,1
367,129,125,149,133.8,0,0
368,193,173,198,188.5,0,1
369,192,189,195,192.0,1,1
370,158,157,147,154.4,0,0
371,150,145,142,146.1,0,0
372,167,166,164,165.8,0,0
373,182,192,181,184.7,0,1
374,194,191,182,189.5,0,1
375,198,191,186,192.3,0,1
376,147,154,175,157.5,0,0
377,162,157,157,159.0,0,0
378,197,191,183,191.0,1,1
379,137,146,158,146.0,0,0
380,187,176,178,181.0,0,0
381,152,146,143,147.5,0,0
382,125,132,137,130.7,0,0
383,172,189,187,181.6,0,0
384,139,151,135,141.39999999999998,0,0
385,171,194,182,181.2,0,0
386,125,150,148,139.4,0,0
387,180,191,195,187.8,1,1
388,196,188,185,190.3,0,1
389,129,143,145,138.0,0,0
390,121,136,154,135.39999999999998,0,0
391,187,190,189,188.5,0,1
392,165,168,155,162.9,0,0
393,196,172,175,182.5,0,0
394,198,185,182,189.3,0,1
395,176,196,170,180.2,0,0
396,169,153,156,160.3,1,0
397,159,160,155,158.1,0,0
398,166,153,179,166.0,0,0
399,140,143,151,144.2,0,0
400,145,164,173,159.1,0,0
401,125,137,139,132.79999999999998,0,0
402,169,173,175,172.0,0,0
403,158,157,177,163.4,0,0
404,158,144,147,150.5,0,0
405,186,174,184,181.8,1,0
406,176,200,182,185.0,0,1
407,162,156,161,159.89999999999998,0,0
408,160,144,165,156.7,0,0
409,193,192,189,191.5,0,1
410,180,179,185,181.2,0,0
411,198,184,195,192.9,0,1
412,180,183,190,183.9,0,1
413,185,186,174,182.0,0,0
414,198,176,172,183.6,1,0
415,195,189,195,193.2,0,1
416,156,158,167,159.9,0,0
417,200,180,180,188.0,0,1
418,179,199,193,189.2,0,1
419,131,121,153,134.60000000000002,0,0
420,163,144,157,155.5,0,0
421,193,198,170,187.6,0,1
422,158,156,175,162.5,0,0
423,180,191,183,184.2,1,1
424,131,129,157,138.2,0,0
425,190,182,196,189.4,0,1
426,129,158,132,138.6,0,0
427,147,180,178,166.2,0,0
428,185,179,182,182.3,0,0
429,192,178,195,188.7,0,1
430,159,169,161,162.6,0,0
431,127,136,140,133.60000000000002,0,0
432,160,141,167,156.39999999999998,1,0
433,145,169,175,161.2,0,0
434,169,156,172,166.0,0,0
435,148,154,156,152.2,0,0
436,158,155,142,152.3,0,0
437,120,143,139,132.6,0,0
438,189,188,170,183.0,0,1
439,163,144,173,160.29999999999998,0,0
440,173,193,182,181.7,0,0
441,160,158,159,159.1,1,0
442,142,175,159,157.0,0,0
443,142,171,158,155.5,0,0
444,161,150,150,154.4,0,0
445,152,149,161,153.79999999999998,0,0
446,128,144,152,140.0,0,0
447,123,120,137,126.3,0,0
448,176,170,182,176.0,0,0
449,126,123,156,134.1,0,0
450,125,131,133,129.2,1,0
451,161,169,143,158.0,0,0
452,199,175,199,191.8,0,1
453,160,151,175,161.8,0,0
454,188,180,188,185.6,0,1
455,145,172,174,161.79999999999998,0,0
456,167,162,165,164.9,0,0
457,120,150,158,140.4,0,0
458,128,141,142,136.10000000000002,0,0
459,186,182,178,182.4,1,0
460,135,132,151,138.9,0,0
461,160,166,163,162.7,0,0
462,139,134,138,137.2,0,0
463,135,122,157,137.7,0,0
464,157,158,170,161.20000000000002,0,0
465,157,165,163,161.2,0,0
466,126,142,134,133.2,0,0
467,195,178,185,186.9,0,1
468,191,192,194,192.2,1,1
469,163,172,173,168.7,0,0
470,194,181,182,186.5,0,1
471,130,129,134,130.89999999999998,0,0
472,128,153,137,138.20000000000002,0,0
473,182,172,176,177.2,0,0
474,139,130,125,132.1,0,0
475,168,151,176,165.3,0,0
476,163,177,156,165.1,0,0
477,120,160,133,135.9,1,0
478,123,142,125,129.3,0,0
479,136,152,122,136.6,0,0
480,158,165,162,161.3,0,0
481,183,183,180,182.1,0,0
482,174,189,193,184.2,0,1
483,170,179,147,165.79999999999998,0,0
484,133,156,141,142.3,0,0
485,177,192,179,182.1,0,0
486,171,181,183,177.60000000000002,1,0
487,184,184,191,186.1,0,1
488,190,188,188,188.8,0,1
489,140,143,133,138.8,0,0
490,185,181,184,183.5,0,1
491,167,161,158,162.5,0,0
492,126,125,139,129.6,0,0
493,170,143,142,153.5,0,0
494,196,198,173,189.7,0,1
495,193,200,175,189.7,1,1
496,187,200,191,192.1,0,1
497,148,167,173,161.2,0,0
498,151,144,162,152.2,0,0
499,143,154,141,145.7,0,0
500,166,165,147,160.0,0,0
501,157,154,177,162.1,0,0
502,155,155,141,150.8,0,0
503,147,179,168,162.9,0,0
504,151,146,142,146.8,1,0
505,140,130,131,134.3,0,0
506,194,182,200,192.2,0,1
507,179,196,177,183.5,0,1
508,128,130,158,137.6,0,0
509,179,197,199,190.4,0,1
510,180,197,191,188.4,0,1
511,144,143,174,152.7,0,0
512,161,158,143,154.70000000000002,0,0
513,179,182,182,180.8,1,0
514,139,154,128,140.2,0,0
515,197,174,181,185.3,0,1
516,176,183,175,177.8,0,0
517,198,180,170,184.2,0,1
518,143,140,179,152.9,0,0
519,186,187,195,189.0,0,1
520,172,197,176,180.7,0,0
521,122,155,154,141.5,0,0
522,171,197,188,183.9,1,0
523,130,124,148,133.6,0,0
524,127,160,146,142.6,0,0
525,159,140,143,148.5,0,0
526,175,200,183,184.9,0,1
527,172,200,176,181.6,0,0
528,130,144,122,131.79999999999998,0,0
529,165,168,159,164.1,0,0
530,184,198,183,187.9,0,1
531,120,126,145,129.3,1,0
532,153,169,156,158.7,0,0
533,130,120,124,125.2,0,0
534,192,196,176,188.40000000000003,0,1
535,185,187,181,184.4,0,1
536,193,174,171,180.7,0,0
537,174,192,181,181.5,0,0
538,148,153,166,154.9,0,0
539,130,138,146,137.2,0,0
540,137,130,121,130.1,1,0
541,123,124,139,128.1,0,0
542,155,156,161,157.1,0,0
543,147,149,149,148.2,0,0
544,198,193,198,196.5,0,1
545,158,148,160,155.6,0,0
546,123,128,141,129.9,0,0
547,187,187,194,189.1,0,1
548,158,177,162,164.9,0,0
549,178,182,178,179.2,1,0
550,129,134,143,134.7,0,0
551,196,188,174,187.0,0,1
552,157,165,157,159.4,0,0
553,183,191,197,189.6,0,1
554,197,193,197,195.8,0,1
555,151,161,168,159.10000000000002,0,0
556,156,168,163,161.70000000000002,0,0
557,137,136,145,139.10000000000002,0,0
558,135,152,143,142.5,1,0
559,147,167,172,160.5,0,0
560,174,194,175,180.3,0,0
561,152,169,178,164.9,0,0
562,185,175,192,184.1,0,1
563,168,177,142,162.9,0,0
564,160,158,142,154.0,0,0
565,133,129,151,137.2,0,0
566,168,172,169,169.5,0,0
567,179,183,199,186.2,1,1
568,136,131,138,135.10000000000002,0,0
569,191,192,174,186.2,0,1
570,128,131,155,137.0,0,0
571,178,190,170,179.2,0,0
572,177,190,176,180.6,0,0
573,135,144,160,145.2,0,0
574,120,148,136,133.2,0,0
575,121,137,146,133.3,0,0
576,123,137,147,134.4,1,0
577,135,154,126,138.0,0,0
578,131,130,138,132.8,0,0
579,177,178,172,175.8,0,0
580,196,187,195,193.0,0,1
581,162,153,142,153.3,0,0
582,193,178,182,185.2,0,1
583,149,180,154,159.8,0,0
584,147,141,170,152.10000000000002,0,0
585,152,158,153,154.1,1,0
586,121,157,136,136.3,0,0
587,148,149,172,155.5,0,0
588,144,155,180,158.1,0,0
589,184,170,181,178.9,0,0
590,131,121,154,134.89999999999998,0,0
591,185,186,187,185.9,0,1
592,138,125,141,135.0,0,0
593,176,193,171,179.6,0,0
594,140,142,145,142.1,1,0
595,181,170,192,181.0,0,0
596,192,172,171,179.70000000000002,0,0
597,151,167,165,160.0,0,0
598,155,176,164,164.0,0,0
599,152,154,173,158.9,0,0
600,191,176,193,187.1,0,1
601,197,195,185,192.8,0,1
602,195,185,174,185.7,0,1
603,191,173,176,181.1,1,0
604,180,175,183,179.4,0,0
605,139,149,128,138.7,0,0
606,157,164,140,154.0,0,0
607,196,188,174,187.0,0,1
608,152,172,163,161.3,0,0
609,190,200,179,189.7,0,1
610,146,173,161,158.6,0,0
611,129,130,152,136.2,0,0
612,190,193,190,190.9,1,1
613,183,198,184,187.8,0,1
614,136,153,146,144.1,0,0
615,152,173,144,155.9,0,0
616,151,153,149,151.0,0,0
617,175,189,182,181.3,0,0
618,125,133,132,129.5,0,0
619,175,199,199,189.4,0,1
620,156,179,175,168.6,0,0
621,125,153,124,133.1,1,0
622,170,144,148,155.6,0,0
623,136,130,140,135.4,0,0
624,179,188,179,181.7,0,0
625,158,158,177,163.70000000000002,0,0
626,147,158,155,152.70000000000002,0,0
627,150,147,176,156.9,0,0
628,177,199,187,186.6,0,1
629,186,199,183,189.0,0,1
630,181,184,183,182.5,1,0
631,148,176,146,155.8,0,0
632,199,177,192,190.3,0,1
633,127,153,139,138.4,0,0
634,197,187,196,193.7,0,1
635,184,199,194,191.5,0,1
636,153,157,177,161.4,0,0
637,167,177,153,165.79999999999998,0,0
638,199,170,174,182.8,0,1
639,127,136,133,131.5,1,0
640,145,148,176,155.2,0,0
641,180,171,175,175.8,0,0
642,157,168,158,160.6,0,0
643,191,180,196,189.2,0,1
644,196,198,183,192.7,0,1
645,123,125,137,127.8,0,0
646,166,166,169,166.89999999999998,0,0
647,190,188,194,190.6,0,1
648,138,151,147,144.60000000000002,1,0
649,146,171,141,152.0,0,0
650,135,127,139,133.79999999999998,0,0
651,133,128,134,131.8,0,0
652,138,141,142,140.10000000000002,0,0
653,187,180,198,188.2,0,1
654,156,178,172,167.4,0,0
655,121,135,140,130.9,0,0
656,124,153,133,135.4,0,0
657,149,172,167,161.3,1,0
658,172,195,184,182.5,0,0
659,163,176,174,170.2,0,0
660,130,126,152,135.39999999999998,0,0
661,181,181,192,184.3,0,1
662,139,121,130,130.89999999999998,0,0
663,122,146,148,137.0,0,0
664,187,197,189,190.6,0,1
665,163,154,166,161.2,0,0
666,174,179,196,182.1,1,0
667,121,125,139,127.6,0,0
668,175,185,196,184.3,0,1
669,125,132,155,136.1,0,0
670,189,193,186,189.3,0,1
671,168,146,161,159.3,0,0
672,129,122,156,135.0,0,0
673,149,176,178,165.8,0,0
674,142,159,164,153.7,0,0
675,188,193,193,191.0,1,1
676,194,200,190,194.6,0,1
677,156,173,171,165.6,0,0
678,163,144,171,159.7,0,0
679,200,195,186,194.3,0,1
680,163,153,173,163.0,0,0
681,200,195,172,190.1,0,1
682,141,164,175,158.1,0,0
683,158,155,173,161.6,0,0
684,139,157,129,141.4,1,0
685,153,153,155,153.6,0,0
686,133,156,152,145.60000000000002,0,0
687,133,156,156,146.8,0,0
688,149,159,176,160.1,0,0
689,180,178,180,179.4,0,0
690,146,158,158,153.20000000000002,0,0
691,139,124,121,129.1,0,0
692,123,141,151,136.8,0,0
693,162,155,166,161.1,1,0
694,190,184,192,188.8,0,1
695,132,134,122,129.6,0,0
696,199,198,182,193.6,0,1
697,127,150,142,138.4,0,0
698,192,181,187,187.2,0,1
699,123,127,130,126.3,0,0
700,171,170,174,171.6,0,0
701,193,181,197,190.6,0,1
702,133,158,148,145.0,1,0
703,188,185,187,186.8,0,1
704,194,172,171,180.5,0,0
705,141,165,177,159.0,0,0
706,124,149,137,135.4,0,0
707,121,145,141,134.2,0,0
708,149,165,141,151.4,0,0
709,164,140,152,153.20000000000002,0,0
710,168,155,166,163.5,0,0
711,128,142,122,130.4,1,0
712,163,163,169,164.8,0,0
713,146,165,158,155.3,0,0
714,129,148,149,140.7,0,0
715,171,194,196,185.4,0,1
716,183,179,178,180.3,0,0
717,135,127,151,137.4,0,0
718,175,186,199,185.5,0,1
719,144,143,145,144.0,0,0
720,167,169,175,170.0,1,0
721,137,145,128,136.7,0,0
722,154,153,143,150.4,0,0
723,129,128,154,136.2,0,0
724,198,181,193,191.4,0,1
725,148,159,146,150.7,0,0
726,158,174,144,158.6,0,0
727,166,151,150,156.7,0,0
728,148,180,168,163.6,0,0
729,166,175,160,166.9,1,0
730,135,129,150,137.7,0,0
731,167,176,164,168.8,0,0
732,184,200,196,192.4,0,1
733,138,152,152,146.4,0,0
734,184,186,191,186.7,0,1
735,126,126,124,125.4,0,0
736,193,188,181,187.9,0,1
737,142,175,152,154.9,0,0
738,195,200,200,198.0,1,1
739,150,179,168,164.1,0,0
740,121,120,147,128.5,0,0
741,121,142,148,135.4,0,0
742,134,156,145,143.89999999999998,0,0
743,173,188,194,183.8,0,1
744,156,151,150,152.7,0,0
745,185,181,175,180.8,0,0
746,175,180,193,181.9,0,0
747,137,120,151,136.1,1,0
748,187,197,176,186.7,0,1
749,191,180,200,190.4,0,1
750,141,159,149,148.79999999999998,0,0
751,190,197,197,194.2,0,1
752,158,179,141,159.2,0,0
753,138,158,153,148.5,0,0
754,139,128,130,133.0,0,0
755,153,165,173,162.6,0,0
756,191,174,172,180.2,1,0
757,170,142,149,155.29999999999998,0,0
758,188,170,175,178.7,0,0
759,127,158,150,143.20000000000002,0,0
760,140,132,136,136.4,0,0
761,179,173,177,176.60000000000002,0,0
762,154,178,156,161.8,0,0
763,184,193,171,182.8,0,1
764,132,131,133,132.0,0,0
765,141,171,143,150.60000000000002,1,0
766,143,149,149,146.6,0,0
767,165,148,177,163.5,0,0
768,195,200,183,192.9,0,1
769,138,145,129,137.4,0,0
770,200,184,190,192.2,0,1
771,190,188,182,187.0,0,1
772,165,179,151,165.0,0,0
773,190,190,173,184.9,0,1
774,199,180,180,187.6,1,1
775,132,140,143,137.7,0,0
776,172,180,189,179.5,0,0
777,122,154,152,140.6,0,0
778,147,176,165,161.10000000000002,0,0
779,166,158,162,162.4,0,0
780,169,148,180,166.0,0,0
781,145,177,150,156.1,0,0
782,192,171,183,183.0,0,1
783,162,142,143,150.29999999999998,1,0
784,138,160,154,149.4,0,0
785,162,172,158,163.79999999999998,0,0
786,121,158,122,132.4,0,0
787,142,142,152,145.0,0,0
788,168,177,165,169.8,0,0
789,198,173,170,182.1,0,0
790,163,142,155,154.3,0,0
791,164,143,161,156.8,0,0
792,153,154,160,155.4,1,0
793,161,177,169,168.2,0,0
794,142,166,143,149.5,0,0
795,150,143,155,149.4,0,0
796,135,143,125,134.4,0,0
797,130,127,128,128.5,0,0
798,133,131,120,128.5,0,0
799,148,162,175,160.3,0,0
800,127,130,125,127.3,0,0
801,128,132,137,131.9,1,0
802,159,177,168,167.1,0,0
803,123,159,137,138.0,0,0
804,123,122,153,131.7,0,0
805,191,179,173,182.0,0,0
806,177,173,188,179.1,0,0
807,200,199,199,199.4,0,1
808,160,150,170,160.0,0,0
809,124,150,149,139.3,0,0
810,145,142,174,152.79999999999998,1,0
811,155,158,166,159.2,0,0
812,185,180,178,181.4,0,0
813,162,157,161,160.2,0,0
814,196,172,177,183.1,0,1
815,197,187,175,187.4,0,1
816,164,152,166,161.0,0,0
817,142,180,154,157.0,0,0
818,182,179,195,185.0,0,1
819,197,178,174,184.4,1,1
820,171,174,180,174.6,0,0
821,181,187,191,185.8,0,1
822,120,157,123,132.0,0,0
823,148,146,144,146.2,0,0
824,185,186,179,183.5,0,1
825,198,178,179,186.3,0,1
826,176,172,179,175.7,0,0
827,174,182,197,183.3,0,1
828,173,178,195,181.1,1,0
829,187,180,181,183.1,0,1
830,185,178,191,184.7,0,1
831,146,179,165,161.6,0,0
832,163,170,180,170.2,0,0
833,196,174,194,188.8,0,1
834,136,131,122,130.3,0,0
835,123,145,136,133.5,0,0
836,186,176,176,180.0,0,0
837,147,149,142,146.1,1,0
838,125,153,151,141.2,0,0
839,144,174,142,152.4,0,0
840,131,146,149,140.89999999999998,0,0
841,180,191,182,183.9,0,1
842,196,183,198,192.7,0,1
843,198,175,195,190.2,0,1
844,137,143,150,142.70000000000002,0,0
845,175,195,187,184.6,0,1
846,182,191,190,187.1,1,1
847,146,140,179,154.1,0,0
848,129,132,139,132.9,0,0
849,179,182,181,180.5,0,0
850,163,148,145,153.1,0,0
