,math,ukr,eng,rating,benefit,result
1618,185,191,194,189.5,0,1
1619,170,167,144,161.29999999999998,0,0
1620,138,159,133,142.79999999999998,1,0
1621,159,171,152,160.5,0,0
1622,191,196,194,193.4,0,1
1623,167,180,161,169.1,0,0
1624,200,196,172,190.4,0,1
1625,198,182,171,185.1,0,1
1626,194,198,175,189.50000000000003,0,1
1627,177,197,187,186.0,0,1
1628,153,140,172,154.8,0,0
1629,167,161,166,164.89999999999998,1,0
1630,181,177,194,183.7,0,1
1631,140,124,134,133.39999999999998,0,0
1632,192,192,189,191.1,0,1
1633,196,198,185,193.3,0,1
1634,156,180,148,160.8,0,0
1635,177,187,190,183.9,0,1
1636,154,154,157,154.9,0,0
1637,123,154,133,135.29999999999998,0,0
1638,157,171,158,161.5,1,0
1639,191,183,171,182.6,0,0
1640,200,176,188,189.2,0,1
1641,138,152,121,137.1,0,0
1642,176,173,192,179.9,0,0
1643,123,141,156,138.3,0,0
1644,193,180,192,188.8,0,1
1645,181,189,188,185.5,0,1
1646,172,185,189,181.0,0,0
1647,154,173,175,166.0,1,0
1648,161,165,144,157.1,0,0
1649,190,183,182,185.5,0,1
1650,158,151,164,157.7,0,0
1651,151,160,152,154.0,0,0
1652,146,142,159,148.7,0,0
1653,192,173,196,187.50000000000003,0,1
1654,126,141,134,132.89999999999998,0,0
1655,164,174,160,165.8,0,0
1656,194,171,173,180.8,1,0
1657,140,134,123,133.1,0,0
1658,151,174,177,165.7,0,0
1659,132,132,125,129.9,0,0
1660,166,158,140,155.8,0,0
1661,148,161,152,153.10000000000002,0,0
1662,186,193,176,185.1,0,1
1663,174,196,185,183.9,0,1
1664,127,127,134,129.1,0,0
1665,129,141,123,130.8,1,0
1666,164,143,145,152.0,0,0
1667,193,186,182,187.6,0,1
1668,199,182,196,193.0,0,1
1669,139,126,146,137.2,0,0
1670,187,191,188,188.5,0,1
1671,176,189,197,186.2,0,1
1672,149,166,150,154.39999999999998,0,0
1673,168,171,146,162.3,0,0
1674,168,148,144,154.8,1,0
1675,153,173,162,161.70000000000002,0,0
1676,176,181,184,179.89999999999998,0,0
1677,155,150,171,158.3,0,0
1678,176,189,183,182.0,0,0
1679,160,165,176,166.3,0,0
1680,123,129,124,125.1,0,0
1681,133,123,129,128.8,0,0
1682,160,146,158,155.2,0,0
1683,144,147,143,144.6,1,0
1684,195,191,191,192.6,0,1
1685,147,172,172,162.0,0,0
1686,168,165,174,168.9,0,0
1687,194,185,199,192.8,0,1
1688,128,134,133,131.29999999999998,0,0
1689,195,172,186,185.4,0,1
1690,194,186,174,185.6,0,1
1691,127,145,146,138.1,0,0
1692,125,133,143,132.8,1,0
1693,196,187,193,192.4,0,1
1694,136,160,140,144.4,0,0
1695,194,185,198,192.5,0,1
1696,137,139,124,133.7,0,0
1697,125,129,125,126.2,0,0
1698,153,161,173,161.39999999999998,0,0
1699,137,127,151,138.2,0,0
1700,187,197,177,187.0,0,1
1701,152,155,140,149.3,1,0
1702,194,172,181,183.5,0,1
1703,200,185,176,188.3,0,1
1704,170,178,163,170.3,0,0
1705,159,158,179,164.7,0,0
1706,149,173,152,157.1,0,0
1707,127,124,147,132.1,0,0
1708,123,149,131,133.2,0,0
1709,171,200,170,179.4,0,0
1710,155,150,179,160.7,1,0
1711,128,145,139,136.4,0,0
1712,194,186,196,192.2,0,1
1713,152,159,177,161.6,0,0
1714,174,188,200,186.00000000000003,0,1
1715,184,197,190,189.7,0,1
1716,180,186,175,180.3,0,0
1717,156,167,155,159.0,0,0
1718,145,163,159,154.6,0,0
1719,133,139,126,132.7,1,0
1720,150,162,142,151.2,0,0
1721,125,140,158,139.4,0,0
1722,155,145,174,157.7,0,0
1723,150,150,167,155.1,0,0
1724,165,157,146,156.9,0,0
1725,160,145,176,160.3,0,0
1726,137,145,152,143.9,0,0
1727,184,187,176,182.5,0,0
1728,160,171,173,167.2,1,0
1729,178,171,181,176.8,0,0
1730,123,137,155,136.8,0,0
1731,143,143,145,143.6,0,0
1732,122,128,149,131.9,0,0
1733,131,147,137,137.6,0,0
1734,137,151,155,146.60000000000002,0,0
1735,170,167,163,167.0,0,0
1736,156,144,149,150.29999999999998,0,0
1737,155,153,142,150.5,1,0
1738,166,155,177,166.0,0,0
1739,135,148,126,136.2,0,0
1740,158,146,145,150.5,0,0
1741,129,127,151,135.0,0,0
1742,181,194,170,181.6,0,0
1743,173,182,178,177.2,0,0
1744,131,158,137,140.9,0,0
1745,142,140,147,142.9,0,0
1746,126,138,142,134.4,1,0
1747,125,157,157,144.2,0,0
1748,138,138,146,140.4,0,0
1749,183,193,175,183.6,0,1
1750,171,176,170,172.2,0,0
1751,200,172,182,186.2,0,1
1752,134,129,123,129.2,0,0
1753,178,182,178,179.2,0,0
1754,168,177,140,162.3,0,0
1755,168,150,180,166.2,1,0
1756,197,198,184,193.4,0,1
1757,173,184,174,176.6,0,0
1758,132,157,150,144.9,0,0
1759,191,196,178,188.6,0,1
1760,133,138,131,133.9,0,0
1761,130,140,145,137.5,0,0
1762,157,166,157,159.7,0,0
1763,163,166,140,157.0,0,0
1764,148,173,153,157.0,1,0
1765,199,172,179,184.9,0,1
1766,185,183,199,188.6,0,1
1767,186,184,193,187.5,0,1
1768,155,168,172,164.0,0,0
1769,189,183,174,182.7,0,0
1770,146,165,160,155.9,0,0
1771,138,158,142,145.20000000000002,0,0
1772,176,187,170,177.5,0,0
1773,169,178,150,166.0,1,0
1774,158,159,175,163.4,0,0
1775,190,178,181,183.7,0,1
1776,141,159,179,157.79999999999998,0,0
1777,172,186,197,183.7,0,1
1778,140,132,125,133.1,0,0
1779,160,153,171,161.2,0,0
1780,166,147,173,162.4,0,0
1781,135,140,131,135.3,0,0
1782,123,160,147,141.3,1,0
1783,156,140,164,153.6,0,0
1784,192,187,175,185.4,0,1
1785,146,159,161,154.4,0,0
1786,153,150,165,155.7,0,0
1787,146,165,161,156.2,0,0
1788,125,154,129,134.89999999999998,0,0
1789,122,134,135,129.5,0,0
1790,123,160,140,139.2,0,0
1791,187,186,193,188.5,1,1
1792,120,142,129,129.29999999999998,0,0
1793,175,186,184,181.0,0,0
1794,145,180,172,163.6,0,0
1795,140,158,152,149.0,0,0
1796,123,154,151,140.7,0,0
1797,163,162,164,163.0,0,0
1798,193,183,174,184.3,0,1
1799,171,181,185,178.2,0,0
1800,142,164,180,160.0,1,0
1801,150,142,152,148.2,0,0
1802,191,198,188,192.2,0,1
1803,193,184,171,183.7,0,1
1804,193,188,174,185.8,0,1
1805,149,162,160,156.2,0,0
1806,136,158,130,140.8,0,0
1807,149,165,177,162.2,0,0
1808,187,193,173,184.6,0,1
1809,168,168,155,164.1,1,0
1810,186,179,178,181.5,0,0
1811,151,165,143,152.8,0,0
1812,169,159,169,166.0,0,0
1813,166,175,179,172.6,0,0
1814,163,144,178,161.79999999999998,0,0
1815,187,193,171,184.0,0,1
1816,122,145,158,139.7,0,0
1817,135,125,142,134.1,0,0
1818,176,177,181,177.8,1,0
1819,158,151,163,157.39999999999998,0,0
1820,197,194,192,194.6,0,1
1821,174,198,170,180.0,0,0
1822,125,132,155,136.1,0,0
1823,121,153,137,135.4,0,0
1824,136,130,123,130.3,0,0
1825,185,197,171,184.4,0,1
1826,182,194,197,190.1,0,1
1827,174,170,190,177.60000000000002,1,0
1828,198,192,175,189.3,0,1
1829,127,153,133,136.6,0,0
1830,131,144,133,135.5,0,0
1831,131,154,147,142.7,0,0
1832,176,180,189,181.1,0,0
1833,179,185,178,180.5,0,0
1834,155,180,150,161.0,0,0
1835,157,142,145,148.9,0,0
1836,159,180,164,166.8,1,0
1837,122,134,137,130.1,0,0
1838,120,152,139,135.29999999999998,0,0
1839,122,139,129,129.2,0,0
1840,121,122,132,124.6,0,0
1841,183,185,177,181.8,0,0
1842,188,192,174,185.0,0,1
1843,156,144,145,149.1,0,0
1844,156,165,151,157.2,0,0
1845,126,143,138,134.70000000000002,1,0
1846,131,136,124,130.39999999999998,0,0
1847,135,153,137,141.0,0,0
1848,200,187,187,192.2,0,1
1849,184,181,184,183.1,0,0
1850,186,178,184,183.0,0,0
1851,130,147,149,140.79999999999998,0,0
1852,150,160,166,157.8,0,0
1853,161,147,165,158.0,0,0
1854,139,126,129,132.1,1,0
1855,135,158,125,138.9,0,0
1856,141,180,173,162.3,0,0
1857,152,175,167,163.4,0,0
1858,128,128,122,126.20000000000002,0,0
1859,138,132,145,138.3,0,0
1860,148,149,169,154.6,0,0
1861,196,172,180,184.0,0,1
1862,127,141,130,132.10000000000002,0,0
1863,120,144,137,132.29999999999998,1,0
1864,132,150,154,144.0,0,0
1865,194,195,191,193.4,0,1
1866,187,200,200,194.8,0,1
1867,187,180,170,179.8,0,0
1868,163,165,165,164.2,0,0
1869,152,178,176,167.0,0,0
1870,129,135,141,134.4,0,0
1871,169,159,174,167.5,0,0
1872,190,198,188,191.8,1,1
1873,137,140,129,135.5,0,0
1874,156,142,172,156.6,0,0
1875,176,192,191,185.3,0,1
1876,147,167,169,159.6,0,0
1877,164,149,141,152.6,0,0
1878,130,132,156,138.4,0,0
1879,123,138,137,131.70000000000002,0,0
1880,135,131,143,136.2,0,0
1881,128,136,122,128.60000000000002,1,0
1882,161,158,180,165.8,0,0
1883,150,172,154,157.79999999999998,0,0
1884,197,189,173,187.4,0,1
1885,180,180,174,178.2,0,0
1886,143,155,162,152.3,0,0
1887,157,151,159,155.8,0,0
1888,137,160,154,149.0,0,0
1889,159,161,146,155.7,0,0
1890,128,138,121,128.9,1,0
1891,165,142,149,153.29999999999998,0,0
1892,173,200,171,180.5,0,0
1893,184,173,175,178.0,0,0
1894,200,175,172,184.1,0,1
1895,137,147,135,139.4,0,0
1896,134,148,120,134.0,0,0
1897,177,197,188,186.3,0,1
1898,197,198,172,189.8,0,1
1899,155,173,161,162.2,1,0
1900,193,173,193,187.0,0,1
1901,195,172,175,182.1,0,0
1902,197,189,179,189.2,0,1
1903,172,182,177,176.5,0,0
1904,190,186,171,183.1,0,0
1905,177,187,176,179.7,0,0
1906,194,195,173,188.0,0,1
1907,180,177,192,182.7,0,0
1908,140,142,142,141.2,1,0
1909,127,127,159,136.6,0,0
1910,121,136,136,130.0,0,0
1911,193,193,199,194.8,0,1
1912,174,187,172,177.3,0,0
1913,190,198,200,195.4,0,1
1914,130,124,123,126.1,0,0
1915,124,133,157,136.6,0,0
1916,170,166,153,163.7,0,0
1917,121,129,143,130.0,1,0
1918,152,166,162,159.2,0,0
1919,142,167,159,154.6,0,0
1920,199,173,170,182.50000000000003,0,0
1921,136,134,147,138.7,0,0
1922,195,180,172,183.6,0,1
1923,137,134,141,137.29999999999998,0,0
1924,186,195,198,192.3,0,1
1925,200,174,197,191.3,0,1
1926,174,192,199,186.9,1,1
1927,136,142,151,142.3,0,0
1928,186,189,179,184.8,0,1
1929,130,144,155,141.7,0,0
1930,120,148,156,139.2,0,0
1931,159,173,153,161.4,0,0
1932,183,184,181,182.7,0,0
1933,190,196,176,187.6,0,1
1934,138,149,144,143.1,0,0
1935,133,139,151,140.2,1,0
1936,142,149,140,143.5,0,0
1937,187,182,180,183.4,0,1
1938,150,152,152,151.2,0,0
1939,150,140,141,144.3,0,0
1940,183,191,197,189.6,0,1
1941,185,197,190,190.1,0,1
1942,170,145,143,154.4,0,0
1943,161,169,146,158.9,0,0
1944,140,143,146,142.7,1,0
1945,150,170,150,156.0,0,0
1946,172,195,189,184.0,0,1
1947,171,194,172,178.2,0,0
1948,179,185,189,183.8,0,1
1949,134,125,146,134.9,0,0
1950,126,154,133,136.5,0,0
1951,169,165,160,165.10000000000002,0,0
1952,181,198,198,191.2,0,1
1953,138,159,125,140.4,1,0
1954,133,154,120,135.4,0,0
1955,196,181,179,186.4,0,1
1956,165,144,157,156.29999999999998,0,0
1957,194,197,175,189.2,0,1
1958,192,175,178,182.7,0,0
1959,152,144,169,154.7,0,0
1960,192,182,186,187.2,0,1
1961,197,195,193,195.2,0,1
1962,122,127,142,129.5,1,0
1963,158,145,149,151.4,0,0
1964,178,186,171,178.3,0,0
1965,137,123,158,139.1,0,0
1966,176,195,189,185.6,0,1
1967,131,137,160,141.5,0,0
1968,149,155,149,150.8,0,0
1969,151,154,155,153.1,0,0
1970,137,157,160,149.9,0,0
1971,145,145,166,151.3,1,0
1972,153,168,157,158.70000000000002,0,0
1973,126,151,146,139.5,0,0
1974,123,141,129,130.2,0,0
1975,123,140,132,130.8,0,0
1976,172,177,173,173.79999999999998,0,0
1977,131,144,154,141.79999999999998,0,0
1978,162,167,178,168.29999999999998,0,0
1979,200,183,200,194.9,0,1
1980,177,184,174,178.2,1,0
1981,131,160,133,140.3,0,0
1982,190,174,172,179.79999999999998,0,0
1983,136,124,148,136.0,0,0
1984,159,140,141,147.9,0,0
1985,186,196,175,185.7,0,1
1986,156,163,165,160.8,0,0
1987,140,160,148,148.4,0,0
1988,192,193,185,190.2,0,1
1989,150,176,162,161.39999999999998,1,0
1990,183,188,184,184.8,0,1
1991,157,164,176,164.79999999999998,0,0
1992,189,181,170,180.9,0,0
1993,190,189,181,187.0,0,1
1994,125,131,138,130.7,0,0
1995,130,142,147,138.7,0,0
1996,144,171,141,151.2,0,0
1997,121,153,130,133.3,0,0
1998,175,197,198,188.5,1,1
1999,133,160,151,146.5,0,0
2000,138,131,139,136.2,0,0
2001,188,184,181,184.7,0,1
2002,167,150,178,165.2,0,0
2003,169,149,148,156.7,0,0
2004,199,188,183,190.9,0,1
2005,156,165,174,164.1,0,0
2006,136,122,149,135.7,0,0
2007,178,199,194,189.1,1,1
2008,144,167,144,150.9,0,0
2009,186,178,187,183.9,0,1
2010,120,131,150,132.3,0,0
2011,173,182,174,176.0,0,0
2012,146,148,151,148.1,0,0
2013,193,198,178,190.0,0,1
2014,133,131,122,129.10000000000002,0,0
2015,145,151,178,156.7,0,0
2016,165,163,147,159.0,1,0
2017,183,173,176,177.9,0,0
2018,193,185,185,188.2,0,1
2019,135,135,150,139.5,0,0
2020,150,148,167,154.5,0,0
2021,191,180,179,184.1,0,1
2022,190,199,192,193.3,0,1
2023,136,133,147,138.4,0,0
2024,162,143,155,154.2,0,0
2025,125,137,154,137.29999999999998,1,0
2026,139,120,142,134.2,0,0
2027,175,192,188,184.0,0,1
2028,148,169,175,162.4,0,0
2029,124,122,150,131.2,0,0
2030,139,152,153,147.1,0,0
2031,129,142,125,131.7,0,0
2032,131,142,156,141.8,0,0
2033,168,165,170,167.7,0,0
2034,127,121,151,132.39999999999998,1,0
2035,192,171,181,182.40000000000003,0,0
2036,124,129,140,130.29999999999998,0,0
2037,137,138,135,136.70000000000002,0,0
2038,172,189,181,179.79999999999998,0,0
2039,177,200,196,189.6,0,1
2040,164,165,152,160.70000000000002,0,0
2041,120,132,146,131.4,0,0
2042,128,121,143,130.39999999999998,0,0
2043,171,188,193,182.7,1,0
2044,151,164,165,159.1,0,0
2045,122,137,151,135.2,0,0
2046,141,167,167,156.6,0,0
2047,197,195,195,195.8,0,1
2048,191,187,175,185.0,0,1
2049,162,143,159,155.4,0,0
2050,132,143,146,139.5,0,0
2051,149,157,143,149.6,0,0
2052,164,157,170,163.70000000000002,1,0
2053,141,161,143,147.60000000000002,0,0
2054,149,154,146,149.6,0,0
2055,168,141,171,160.8,0,0
2056,147,178,165,161.70000000000002,0,0
2057,182,189,193,187.4,0,1
2058,146,172,162,158.6,0,0
2059,136,124,127,129.7,0,0
2060,172,195,180,181.3,0,0
2061,167,160,170,165.8,1,0
2062,192,180,171,182.1,0,0
2063,125,156,139,138.5,0,0
2064,149,162,153,154.1,0,0
2065,165,152,147,155.7,0,0
2066,129,157,148,143.1,0,0
2067,185,181,171,179.6,0,0
2068,134,130,159,140.3,0,0
2069,155,158,156,156.2,0,0
2070,134,158,135,141.5,1,0
2071,178,177,200,184.3,0,1
2072,181,173,177,177.4,0,0
2073,159,151,163,157.8,0,0
2074,150,144,146,147.0,0,0
2075,130,128,154,136.6,0,0
2076,147,156,163,154.5,0,0
2077,124,138,143,133.9,0,0
2078,171,170,199,179.1,0,0
2079,153,151,163,155.39999999999998,1,0
2080,192,193,172,186.3,0,1
2081,200,181,175,186.8,0,1
2082,141,177,165,159.0,0,0
2083,126,125,125,125.4,0,0
2084,185,178,174,179.6,0,0
2085,150,174,174,164.39999999999998,0,0
2086,172,193,171,178.0,0,0
2087,183,189,183,184.8,0,1
2088,155,154,162,156.79999999999998,1,0
2089,176,170,171,172.7,0,0
2090,151,142,151,148.3,0,0
2091,187,198,194,192.4,0,1
2092,172,174,187,177.1,0,0
2093,167,154,179,166.7,0,0
2094,188,176,177,181.1,0,0
2095,152,166,141,152.89999999999998,0,0
2096,175,172,191,178.9,0,0
2097,147,164,176,160.79999999999998,1,0
2098,180,184,195,185.7,0,1
2099,166,153,166,162.1,0,0
2100,150,159,162,156.29999999999998,0,0
2101,143,162,179,159.5,0,0
2102,123,125,147,130.8,0,0
2103,189,192,191,190.5,0,1
2104,165,155,173,164.4,0,0
2105,171,193,191,183.6,0,1
2106,175,170,191,178.3,1,0
2107,154,174,150,158.79999999999998,0,0
2108,150,154,160,154.2,0,0
2109,156,152,159,155.7,0,0
2110,142,169,167,157.6,0,0
2111,129,156,152,144.0,0,0
2112,169,153,154,159.70000000000002,0,0
2113,190,186,179,185.5,0,1
2114,189,175,200,188.1,0,1
2115,126,159,142,140.7,1,0
2116,121,152,120,130.0,0,0
2117,120,129,144,129.89999999999998,0,0
2118,188,185,186,186.5,0,1
2119,194,197,181,191.0,0,1
2120,167,174,171,170.29999999999998,0,0
2121,124,123,156,133.3,0,0
2122,162,169,179,169.2,0,0
2123,187,190,195,190.3,0,1
2124,133,159,134,141.1,1,0
2125,143,145,163,149.6,0,0
2126,168,179,162,169.5,0,0
2127,146,172,173,161.9,0,0
2128,130,127,135,130.6,0,0
2129,162,143,156,154.5,0,0
2130,170,176,170,171.8,0,0
2131,172,193,198,186.1,0,1
2132,123,160,153,143.1,0,0
2133,139,152,135,141.7,1,0
2134,120,160,123,132.9,0,0
2135,171,185,198,183.3,0,0
2136,185,200,195,192.5,0,1
2137,174,174,189,178.5,0,0
2138,200,182,200,194.6,0,1
2139,128,153,131,136.4,0,0
2140,143,165,164,155.9,0,0
2141,136,123,124,128.5,0,0
2142,125,158,139,139.1,1,0
2143,148,147,174,155.5,0,0
2144,144,179,152,156.9,0,0
2145,135,148,130,137.4,0,0
2146,161,155,164,160.1,0,0
2147,147,165,152,153.9,0,0
2148,167,149,161,159.79999999999998,0,0
2149,147,171,157,157.2,0,0
2150,161,179,167,168.2,0,0
2151,198,180,191,190.5,1,1
2152,191,199,192,193.7,0,1
2153,189,195,179,187.8,0,1
2154,146,145,154,148.1,0,0
2155,197,190,193,193.7,0,1
2156,175,191,175,179.8,0,0
2157,140,137,122,133.7,0,0
2158,192,187,171,184.2,0,1
2159,187,198,182,188.8,0,1
2160,180,199,184,186.9,1,1
2161,129,136,148,136.8,0,0
2162,164,161,147,158.0,0,0
2163,158,179,153,162.79999999999998,0,0
2164,150,180,164,163.2,0,0
2165,145,172,156,156.4,0,0
2166,145,163,155,153.4,0,0
2167,157,175,156,162.1,0,0
2168,197,170,174,182.0,0,0
2169,125,156,157,143.89999999999998,1,0
2170,136,149,124,136.29999999999998,0,0
2171,168,165,140,158.7,0,0
2172,163,165,148,159.1,0,0
2173,137,159,155,149.0,0,0
2174,195,199,173,189.6,0,1
2175,167,180,178,174.2,0,0
2176,191,187,182,187.1,0,1
2177,180,190,196,187.8,0,1
2178,135,124,131,130.5,1,0
2179,172,175,191,178.6,0,0
2180,136,140,134,136.6,0,0
2181,185,190,189,187.7,0,1
2182,195,172,171,180.9,0,0
2183,148,145,178,156.1,0,0
2184,154,178,157,162.1,0,0
2185,180,193,199,189.6,0,1
2186,122,149,155,140.0,0,0
2187,163,165,149,159.4,1,0
2188,137,139,141,138.79999999999998,0,0
2189,168,148,152,157.20000000000002,0,0
2190,153,172,166,162.6,0,0
2191,190,190,188,189.4,0,1
2192,137,140,121,133.1,0,0
2193,154,170,172,164.2,0,0
2194,127,131,135,130.60000000000002,0,0
2195,130,124,154,135.39999999999998,0,0
2196,148,167,163,158.2,1,0
2197,158,155,175,162.2,0,0
2198,137,142,125,134.9,0,0
2199,122,125,135,126.8,0,0
2200,174,179,200,183.3,0,1
2201,186,177,191,184.8,0,1
2202,196,172,175,182.5,0,0
2203,123,122,148,130.2,0,0
2204,191,199,198,195.5,0,1
2205,193,185,177,185.8,1,1
2206,169,170,180,172.60000000000002,0,0
2207,162,147,158,156.29999999999998,0,0
2208,191,196,179,188.9,0,1
2209,120,120,120,120.0,0,0
2210,156,176,175,167.7,0,0
2211,134,154,131,139.1,0,0
2212,124,140,156,138.4,0,0
2213,161,165,149,158.6,0,0
2214,136,141,147,140.8,1,0
2215,137,143,136,138.5,0,0
2216,153,179,178,168.29999999999998,0,0
2217,156,151,148,152.10000000000002,0,0
2218,125,145,131,132.8,0,0
2219,199,192,199,196.9,0,1
2220,121,137,120,125.5,0,0
2221,190,173,183,182.8,0,0
2222,181,190,173,181.3,0,0
2223,197,197,183,192.8,1,1
2224,137,131,155,140.60000000000002,0,0
2225,188,176,182,182.6,0,0
2226,137,154,136,141.79999999999998,0,0
2227,183,181,195,186.0,0,1
2228,134,153,132,139.1,0,0
2229,186,176,170,178.2,0,0
2230,172,200,196,187.6,0,1
2231,188,171,187,182.6,0,0
2232,128,155,130,136.7,1,0
2233,156,148,179,160.5,0,0
2234,155,148,152,152.0,0,0
2235,132,160,153,146.7,0,0
2236,132,159,148,144.9,0,0
2237,164,145,157,156.20000000000002,0,0
2238,192,182,194,189.6,0,1
2239,179,190,190,185.6,0,1
2240,146,155,159,152.6,0,0
2241,198,193,180,191.1,1,1
2242,199,171,176,183.7,0,1
2243,182,177,182,180.5,0,0
2244,178,191,199,188.2,0,1
2245,180,182,187,182.7,0,0
2246,188,191,170,183.5,0,1
2247,148,153,154,151.3,0,0
2248,179,200,172,183.2,0,0
2249,138,142,150,142.8,0,0
2250,168,156,167,164.10000000000002,1,0
2251,131,143,123,132.20000000000002,0,0
2252,163,154,172,163.0,0,0
2253,175,170,185,176.5,0,0
2254,149,151,149,149.6,0,0
2255,187,198,183,189.1,0,1
2256,159,162,175,164.7,0,0
2257,182,180,190,183.8,0,1
2258,127,122,148,131.8,0,0
2259,131,129,154,137.29999999999998,1,0
2260,156,166,168,162.60000000000002,0,0
2261,193,194,183,190.3,0,1
2262,199,178,170,184.00000000000003,0,1
2263,199,190,174,188.8,0,1
2264,141,171,162,156.3,0,0
2265,198,177,175,184.8,0,1
2266,123,152,151,140.1,0,0
2267,174,185,177,178.20000000000002,0,0
2268,167,172,165,167.9,1,0
2269,155,176,169,165.5,0,0
2270,122,130,147,131.9,0,0
2271,138,131,124,131.7,0,0
2272,139,131,155,141.39999999999998,0,0
2273,137,158,159,149.9,0,0
2274,163,160,148,157.6,0,0
2275,157,174,170,166.0,0,0
2276,167,159,158,161.89999999999998,0,0
2277,170,179,156,168.5,1,0
2278,137,140,150,141.8,0,0
2279,140,148,155,146.9,0,0
2280,126,150,125,132.9,0,0
2281,157,176,151,160.89999999999998,0,0
2282,166,170,180,171.4,0,0
2283,144,176,157,157.5,0,0
2284,183,199,200,192.9,0,1
2285,198,187,178,188.7,0,1
2286,120,148,150,137.4,1,0
2287,131,160,122,137.0,0,0
2288,165,155,149,157.2,0,0
2289,150,161,144,151.5,0,0
2290,159,158,157,158.1,0,0
2291,197,175,192,188.9,0,1
2292,195,199,175,190.2,0,1
2293,174,182,178,177.6,0,0
2294,128,129,140,131.9,0,0
